,objectid,sheet_code,cd_no,sheet_name,sheet_namt,edition,year,map250k,hotmap50k,hotmap250k,sheet_id,sheet_no,shape_length,shape_area,extent,geometry,zone,url
250,251,5743-II,6,Amphoe Khut Bak,อําเภอกุดบาก,2-RTSD,2526,NE48-10,5743ii.img,NE48-10.img,252,57432,108849.433944905,740226899.700704,"103.74626267617427,17.001463954541816,103.99623718988946,17.251449108573954",,48,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL48&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A57432&bbox=103.74626267617427,17.001463954541816,103.99623718988946,17.251449108573954"
251,252,5843-III,6,Changwat Sakhon Nakhon,จังหวัดสกลนคร,2-RTSD,2527,NE48-10,5843iii.img,NE48-10.img,253,58433,108887.594839424,740746013.133226,"103.99623216029316,17.001468553200873,104.24620678977685,17.25145381059269",,48,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL48&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A58433&bbox=103.99623216029316,17.001468553200873,104.24620678977685,17.25145381059269"
252,253,5843-II,6,Ban Na Mon,บ้านนามน,3-DMA,2528,NE48-10,5843ii.img,NE48-10.img,254,58432,108927.686300763,741291584.738161,"104.24620171942209,17.00147318915966,104.49617646701125,17.25145854898079",,48,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL48&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A58432&bbox=104.24620171942209,17.00147318915966,104.49617646701125,17.25145854898079"
253,254,5943-III,6,Amphoe Pla Pak,อําเภอปลาปาก,3-RTSD,2510,NE48-10,5943iii.img,NE48-10.img,255,59433,108969.711484312,741863686.397061,"104.4961713569547,17.001477861723362,104.74614622340957,17.251463325120046",,48,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL48&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A59433&bbox=104.4961713569547,17.001477861723362,104.74614622340957,17.251463325120046"
254,255,5943-II,6,Ban Changon,บ้านชะโงน,1-RTSD,2511,NE48-10,5943ii.img,NE48-10.img,256,59432,109013.674283505,742462401.699235,"104.74614107389688,17.001482570513893,104.99611606262229,17.251468137585135",,48,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL48&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A59432&bbox=104.74614107389688,17.001482570513893,104.99611606262229,17.251468137585135"
255,256,4642-I,6,Sob Mae La Mat,สบแม่ระมาด,3-RTSD,2512,NE47-14,4642i.img,NE47-14.img,257,46421,108562.876509342,736353781.779332,"98.24695530191366,16.751393119858612,98.496927432054,17.001376140486006",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A46421&bbox=98.24695530191366,16.751393119858612,98.496927432054,17.001376140486006"
256,257,4742-IV,6,Amphoe Mae Ramat,อําเภอแม่ละมาด,2-RTSD,2522,NE47-14,4742iv.img,NE47-14.img,258,47424,108559.068166651,736302120.808637,"98.49692338722615,16.751396822658748,98.74689561765238,17.001379936453574",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A47424&bbox=98.49692338722615,16.751396822658748,98.74689561765238,17.001379936453574"
257,258,4742-I,6,Ban Phang San,บ้านปางส้าน,2-RTSD,2522,NE47-14,4742i.img,NE47-14.img,259,47421,108557.164166928,736276293.342818,"98.74689153167876,16.75140056450699,98.99686386343096,17.001383771812026",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A47421&bbox=98.74689153167876,16.75140056450699,98.99686386343096,17.001383771812026"
258,259,4842-IV,6,Changwat Tak,จังหวัดตาก,1-RTSD,2512,NE47-15,4842iv.img,NE47-15.img,260,48424,108557.164066803,736276291.959315,"98.99685973515868,16.75140434493914,99.24683216830128,17.00138764528126",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A48424&bbox=98.99685973515868,16.75140434493914,99.24683216830128,17.00138764528126"
259,260,4842-I,6,Ban Nam Dib,บ้านน้ำดิบ,1-RTSD,2512,NE47-15,4842i.img,NE47-15.img,261,48421,108559.067866525,736302116.657973,"99.2468279987458,16.75140816344893,99.49680053305029,17.00139155800178",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A48421&bbox=99.2468279987458,16.75140816344893,99.49680053305029,17.00139155800178"
260,261,4942-IV,6,Ban Lan Hoi,บ้านลานหอย,1-RTSD,2512,NE47-15,4942iv.img,NE47-15.img,262,49424,108562.876208963,736353777.62685,"99.4967963216399,16.751412020402796,99.74676895914281,17.0013955099079",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A49424&bbox=99.4967963216399,16.751412020402796,99.74676895914281,17.0013955099079"
261,262,4942-I,6,Amphoe Khiri Mat,อําเภอคีรีมาศ,1-RTSD,2512,NE47-15,4942i.img,NE47-15.img,263,49421,108568.588879154,736431274.536752,"99.74676470654329,16.75141591612629,99.99673744657878,17.00139950063579",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A49421&bbox=99.74676470654329,16.75141591612629,99.99673744657878,17.00139950063579"
262,263,5042-IV,6,Amphoe Bang Rakam,อําเภอบางระกํา,1-RTSD,2512,NE47-15,5042iv.img,NE47-15.img,264,50424,108576.206605508,736534621.402226,"99.99673315282514,16.751419849998438,100.24670599644602,17.001403529503484",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A50424&bbox=99.99673315282514,16.751419849998438,100.24670599644602,17.001403529503484"
263,264,5042-I,6,Changwat Phitsanulok,จังหวัดพิษณุโลก,1-RTSD,2512,NE47-15,5042i.img,NE47-15.img,265,50421,108585.729960999,736663831.441882,"100.24670166096091,16.75142382133602,100.49667460879603,17.00140759729496",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A50421&bbox=100.24670166096091,16.75142382133602,100.49667460879603,17.00140759729496"
264,265,5142-IV,6,Ban Pak Yang,บ้านปากยาง,2-RTSD,2531,NE47-16,5142iv.img,NE47-16.img,266,51424,108597.159758303,736818922.486209,"100.49667023228798,16.751427831191467,100.74664328517468,17.001411703537876",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A51424&bbox=100.49667023228798,16.751427831191467,100.74664328517468,17.001411703537876"
265,266,5142-I,6,Ban Yang,บ้านแยง,3-RTSD,2530,NE47-16,5142i.img,NE47-16.img,267,51421,108610.496656683,736999911.604195,"100.74663886685533,16.75143187869863,100.99661202463388,17.00141584827387",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A51421&bbox=100.74663886685533,16.75143187869863,100.99661202463388,17.00141584827387"
266,267,5242-IV,6,Amphoe Lom Kao,อําเภอหล่มเก่า,4-RTSD,2531,NE47-16,5242iv.img,NE47-16.img,268,52424,108625.742153502,737206828.710875,"100.9966075650565,16.751435964688188,101.24658082812735,17.00142003201392",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A52424&bbox=100.9966075650565,16.751435964688188,101.24658082812735,17.00142003201392"
267,268,5242-I,6,Ban Tha Chang,บ้านท่าช้าง,3-RTSD,2531,NE47-16,5242i.img,NE47-16.img,269,52421,108642.897293495,737439698.871286,"101.2465763283147,16.751440088005968,101.49654969734387,17.00142425302029",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A52421&bbox=101.2465763283147,16.751440088005968,101.49654969734387,17.00142425302029"
268,269,5342-IV,6,Phu Kradung,ภูกระดึง,3-RTSD,2512,NE47-16,5342iv.img,NE47-16.img,270,53424,108661.963567383,737698554.694225,"101.49654515597682,16.75144424909016,101.74651863255413,17.00142851262079",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A53424&bbox=101.49654515597682,16.75144424909016,101.74651863255413,17.00142851262079"
269,270,5342-I,6,Amphoe Phu Kradung,อําเภอภูกระดึง,3-RTSD,2513,NE47-16,5342i.img,NE47-16.img,271,53421,108682.942204021,737983426.372083,"101.74651405075217,16.751448448143105,101.99648763422125,17.00143281073544",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A53421&bbox=101.74651405075217,16.751448448143105,101.99648763422125,17.00143281073544"
270,271,5442-IV,6,Amphoe Si Chomphu,อําเภอสีชมพู,3-RTSD,2512,NE48-13,5442iv.img,NE48-13.img,272,54424,108705.835473812,738294359.898691,"101.9964830108949,16.751452685066152,102.24645670272011,17.001437146606182",,48,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL48&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A54424&bbox=101.9964830108949,16.751452685066152,102.24645670272011,17.001437146606182"
271,272,5442-I,6,Amphoe Si Bun Ruang,อําเภอศรีบุญเรือง,3-RTSD,2512,NE48-13,5442i.img,NE48-13.img,273,54421,108730.644700372,738631389.6385,"102.24645203933667,16.751456958504736,102.49642583908465,17.001441519759126",,48,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL48&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A54421&bbox=102.24645203933667,16.751456958504736,102.49642583908465,17.001441519759126"
272,273,5542-IV,7,Amphoe Non Sang,อําเภอโนนสัง,4-RTSD,2518,NE48-13,5542iv.img,NE48-13.img,274,55424,108757.372346536,738994566.966534,"102.49642113499587,16.75146127028927,102.74639504463995,17.00144593163288",,48,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL48&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A55424&bbox=102.49642113499587,16.75146127028927,102.74639504463995,17.00144593163288"
273,274,5542-I,7,Amphoe Non Sa-at,อําเภอโนนสะอาด,2-RTSD,2512,NE48-13,5542i.img,NE48-13.img,275,55421,108786.020315192,739383936.795691,"102.74639030006128,16.751465619051285,102.99636431893873,17.001450381090407",,48,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL48&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A55421&bbox=102.74639030006128,16.751465619051285,102.99636431893873,17.001450381090407"
274,275,5642-IV,7,Amphoe Tha Khantho,อําเภอท่าคันโท,2-RTSD,2527,NE48-13,5642iv.img,NE48-13.img,276,56424,108816.591364403,739799557.49218,"102.99635953402286,16.751470004703968,103.24633366512097,17.001454867855262",,48,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL48&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A56424&bbox=102.99635953402286,16.751470004703968,103.24633366512097,17.001454867855262"
275,276,5642-I,7,Amphoe Wang Sam Mo,อําเภอวังสามหมอ,2-RTSD,2527,NE48-13,5642i.img,NE48-13.img,277,56421,108849.087582405,740241479.298283,"103.2463288391012,16.751474428263787,103.49630308206166,17.001459392499108",,48,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL48&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A56421&bbox=103.2463288391012,16.751474428263787,103.49630308206166,17.001459392499108"
276,277,5742-IV,7,Amphoe Kham Muang,อําเภอคําม่วง,3-RTSD,2527,NE48-14,5742iv.img,NE48-14.img,278,57424,108883.511816156,740709764.437617,"103.4962982162432,16.751478887407238,103.74627257083556,17.001463954541816",,48,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL48&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A57424&bbox=103.4962982162432,16.751478887407238,103.74627257083556,17.001463954541816"
277,278,5742-I,7,Ban Ton,บ้านต้อน,2-RTSD,2527,NE48-14,5742i.img,NE48-14.img,279,57421,108919.867148389,741204479.932401,"103.74626766575958,16.75148338437678,103.99624213519984,17.001468553200873",,48,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL48&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A57421&bbox=103.74626766575958,16.75148338437678,103.99624213519984,17.001468553200873"
278,279,5842-IV,7,King Amphoe Tao Ngoi,กิ่งอําเภอเต่างอย,3-RTSD,2527,NE48-14,5842iv.img,NE48-14.img,280,58424,108958.156018378,741725685.118096,"103.99623718988946,16.751487917745237,104.24621177397157,17.00147318915966",,48,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL48&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A58424&bbox=103.99623718988946,16.751487917745237,104.24621177397157,17.00147318915966"
279,280,5842-I,7,Phu Phan,ภูพาน,3-RTSD,2527,NE48-14,5842i.img,NE48-14.img,281,58421,108998.382198135,742273459.258287,"104.24620678977685,16.751492487904553,104.49618149097589,17.001477861723362",,48,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL48&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A58421&bbox=104.24620678977685,16.751492487904553,104.49618149097589,17.001477861723362"
280,281,5942-IV,7,Amphoe That Phanom,อําเภอธาตุพนม,4-RTSD,2527,NE48-14,5942iv.img,NE48-14.img,282,59424,109040.548720221,742847872.820247,"104.49617646701125,16.751497094021254,104.74615128734573,17.001482570513893",,48,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL48&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A59424&bbox=104.49617646701125,16.751497094021254,104.74615128734573,17.001482570513893"
281,282,5942-I,7,Ban Khap Phuang,บ้านกับพวง,2-RTSD,2508,NE48-14,5942i.img,NE48-14.img,283,59421,109084.659245857,743449006.422071,"104.74614622340957,16.75150173591242,104.99612116403267,17.001487315303837",,48,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL48&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A59421&bbox=104.74614622340957,16.75150173591242,104.99612116403267,17.001487315303837"
282,283,4742-III,6,Amphoe Mae Sot,อําเภอแม่สอด,2-RTSD,2522,NE47-14,4742iii.img,NE47-14.img,284,47423,108627.307769531,737246337.304024,"98.496927432054,16.50141742798023,98.74689963485474,16.75140056450699",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A47423&bbox=98.496927432054,16.50141742798023,98.74689963485474,16.75140056450699"
283,284,4742-II,6,Ban Maew Mae La Mo,บ้านแม้วแม่ละเมาะ,1-RTSD,2512,NE47-14,4742ii.img,NE47-14.img,285,47422,108625.397540814,737220408.377584,"98.74689561765238,16.50142111553223,98.99686792065218,16.75140434493914",,47,"https://landsmaps.dol.go.th/geoserver/LANDSMAPS/wms?service=wms&request=GetMap&version=1.1.1&format=application%2Frss%20xml&layers=LANDSMAPS%3AV_PARCEL47&styles=SLD_PARCEL&height=256&width=256&transparent=false&srs=EPSG%3A4326&viewParams=UTMMAP%3A47422&bbox=98.74689561765238,16.50142111553223,98.99686792065218,16.75140434493914"
